bill_no.,Doc URL,Status
HB 3025,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/HB3025,"HOUSE Jun 26, 2021: In committee upon adjournment."
HB 3026,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/HB3026,"HOUSE Jun 30, 2021: Chapter 249, (2021 Laws): Effective date June 11, 2021."
HB 3027,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/HB3027,"HOUSE Jun 26, 2021: In committee upon adjournment."
HB 3028,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/HB3028,"HOUSE Jun 26, 2021: In committee upon adjournment."
HB 3029,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/HB3029,"HOUSE Jun 26, 2021: In committee upon adjournment."
HB 3030,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/HB3030,"HOUSE Jun 26, 2021: In committee upon adjournment."
HB 3031,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/HB3031,"HOUSE Jun 26, 2021: In committee upon adjournment."
HB 3032,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/HB3032,"HOUSE Jun 26, 2021: In committee upon adjournment."
HB 3033,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/HB3033,"HOUSE Jun 26, 2021: In committee upon adjournment."
HB 3034,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/HB3034,"HOUSE Jun 26, 2021: In committee upon adjournment."
HB 3035,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/HB3035,"SENATE Jun 26, 2021: President signed."
HB 3036,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/HB3036,"HOUSE Jul 7, 2021: Chapter 349, (2021 Laws): Effective date June 23, 2021."
HB 3037,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/HB3037,"HOUSE Jun 15, 2021: Chapter 185, (2021 Laws): effective on the 91st day following adjournment sine die."
HB 3038,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/HB3038,"HOUSE Jun 26, 2021: In committee upon adjournment."
SCR 21,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SCR21,"SENATE Mar 1, 2021: Filed With Secretary of State."
SB 1,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB1,"SENATE Jun 26, 2021: In committee upon adjournment."
SCR 1,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SCR1,"SENATE May 27, 2021: Filed With Secretary of State."
SJM 1,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJM1,"HOUSE Jun 26, 2021: In committee upon adjournment."
SJR 1,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJR1,"SENATE Jun 26, 2021: In committee upon adjournment."
SR 1,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SR1,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 2,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB2,"SENATE Jul 7, 2021: Effective date, January 1, 2022."
SCR 2,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SCR2,"HOUSE Jun 26, 2021: In committee upon adjournment."
SJM 2,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJM2,"SENATE Jun 8, 2021: Filed With Secretary of State."
SJR 2,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJR2,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 3,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB3,"SENATE Jun 30, 2021: Effective date, January 1, 2022."
SCR 3,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SCR3,"SENATE Jun 3, 2021: Filed With Secretary of State."
SJM 3,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJM3,"SENATE May 26, 2021: Filed With Secretary of State."
SJR 3,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJR3,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 4,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB4,"HOUSE Jun 26, 2021: Speaker signed."
SCR 4,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SCR4,"SENATE Jun 26, 2021: In committee upon adjournment."
SJM 4,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJM4,"SENATE Jun 8, 2021: Filed With Secretary of State."
SJR 4,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJR4,"SENATE Jun 26, 2021: In committee upon adjournment."
SCR 5,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SCR5,"SENATE Jun 26, 2021: In committee upon adjournment."
SJR 5,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJR5,"SENATE Jun 26, 2021: In committee upon adjournment."
SCR 6,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SCR6,"SENATE Jun 26, 2021: In committee upon adjournment."
SJR 6,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJR6,"SENATE Jun 26, 2021: In committee upon adjournment."
SCR 7,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SCR7,"HOUSE Jun 26, 2021: In committee upon adjournment."
SJR 7,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJR7,"SENATE Jun 26, 2021: In committee upon adjournment."
SCR 8,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SCR8,"HOUSE Jun 26, 2021: In committee upon adjournment."
SJR 8,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJR8,"SENATE Jun 26, 2021: In committee upon adjournment."
SCR 9,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SCR9,"SENATE Jun 26, 2021: In committee upon adjournment."
SJR 9,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJR9,"SENATE Jun 26, 2021: In committee upon adjournment."
SCR 10,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SCR10,"SENATE Jul 1, 2021: Filed With Secretary of State."
SJR 10,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJR10,"SENATE Jun 26, 2021: Filed With Secretary of State."
SB 11,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB11,"SENATE Jun 26, 2021: In committee upon adjournment."
SCR 11,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SCR11,"HOUSE Jun 26, 2021: In committee upon adjournment."
SJR 11,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJR11,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 12,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB12,"SENATE Jun 26, 2021: In committee upon adjournment."
SCR 12,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SCR12,"SENATE May 27, 2021: Filed With Secretary of State."
SJR 12,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJR12,"SENATE May 26, 2021: Filed With Secretary of State."
SB 13,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB13,"SENATE Jun 26, 2021: In committee upon adjournment."
SCR 13,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SCR13,"SENATE Jun 26, 2021: In committee upon adjournment."
SJR 13,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJR13,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 14,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB14,"SENATE Jun 26, 2021: In committee upon adjournment."
SJR 14,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJR14,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 15,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB15,"SENATE Jun 26, 2021: In committee upon adjournment."
SJR 15,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJR15,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 16,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB16,"HOUSE Jun 25, 2021: Speaker signed."
SJR 16,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJR16,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 17,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB17,"SENATE Jun 26, 2021: In committee upon adjournment."
SJR 17,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJR17,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 18,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB18,"SENATE Jun 26, 2021: In committee upon adjournment."
SJR 18,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJR18,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 19,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB19,"HOUSE Jul 1, 2021: Speaker signed."
SJR 19,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJR19,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 20,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB20,"SENATE Jun 26, 2021: In committee upon adjournment."
SJR 20,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJR20,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 21,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB21,"SENATE Jun 26, 2021: In committee upon adjournment."
SJR 21,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJR21,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 22,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB22,"SENATE Jun 26, 2021: In committee upon adjournment."
SJR 22,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJR22,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 23,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB23,"SENATE Jun 26, 2021: In committee upon adjournment."
SJR 23,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJR23,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 24,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB24,"SENATE Jun 26, 2021: In committee upon adjournment."
SJR 24,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SJR24,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 25,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB25,"HOUSE Jun 26, 2021: Speaker signed."
SB 26,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB26,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 27,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB27,"HOUSE Jun 26, 2021: Speaker signed."
SB 28,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB28,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 29,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB29,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 30,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB30,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 31,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB31,"SENATE May 25, 2021: Effective date, January 1, 2022."
SB 32,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB32,"HOUSE Jun 26, 2021: Speaker signed."
SB 33,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB33,"HOUSE Jun 26, 2021: Speaker signed."
SB 34,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB34,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 35,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB35,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 36,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB36,"HOUSE Jun 26, 2021: Speaker signed."
SB 37,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB37,"SENATE Jun 30, 2021: Effective date, June 15, 2021."
SB 38,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB38,"HOUSE Jun 25, 2021: Speaker signed."
SB 39,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB39,"SENATE Jun 15, 2021: Effective on the 91st day following adjournment sine die."
SB 40,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB40,"SENATE Jun 10, 2021: Effective on the 91st day following adjournment sine die."
SB 41,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB41,"SENATE Jun 30, 2021: Effective date, June 15, 2021."
SB 42,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB42,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 43,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB43,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 44,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB44,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 45,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB45,"SENATE Jun 10, 2021: Effective on the 91st day following adjournment sine die."
SB 46,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB46,"SENATE Jun 10, 2021: Effective on the 91st day following adjournment sine die."
SB 47,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB47,"HOUSE Jun 26, 2021: In committee upon adjournment."
SB 48,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB48,"HOUSE Jun 26, 2021: Speaker signed."
SB 49,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB49,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 50,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB50,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 51,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB51,"SENATE Jul 7, 2021: Effective date, June 23, 2021."
SB 52,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB52,"HOUSE Jun 25, 2021: Speaker signed."
SB 53,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB53,"SENATE Jun 15, 2021: Effective date, July 1, 2021."
SB 54,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB54,"SENATE Jun 30, 2021: Effective date, June 15, 2021."
SB 55,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB55,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 56,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB56,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 57,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB57,"HOUSE Jun 26, 2021: Speaker signed."
SB 58,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB58,"HOUSE Jun 26, 2021: Speaker signed."
SB 59,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB59,"SENATE Jun 10, 2021: Effective on the 91st day following adjournment sine die."
SB 60,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB60,"SENATE Jun 30, 2021: Effective date, January 1, 2022."
SB 61,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB61,"SENATE Jun 30, 2021: Effective date, January 1, 2022."
SB 62,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB62,"SENATE Jun 30, 2021: Effective date, January 1, 2022."
SB 63,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB63,"SENATE Jun 30, 2021: Effective date, January 1, 2022."
SB 64,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB64,"SENATE Jun 15, 2021: Effective on the 91st day following adjournment sine die."
SB 65,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB65,"HOUSE Jul 1, 2021: Speaker signed."
SB 66,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB66,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 67,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB67,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 68,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB68,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 69,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB69,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 70,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB70,"HOUSE Jun 25, 2021: Speaker signed."
SB 71,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB71,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 72,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB72,"SENATE Jun 10, 2021: Effective date, January 1, 2022."
SB 73,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB73,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 74,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB74,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 75,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB75,"SENATE Jun 10, 2021: Effective date, May 26, 2021."
SB 76,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB76,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 77,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB77,"SENATE Jun 10, 2021: Effective date, January 1, 2022."
SB 78,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB78,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 79,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB79,"SENATE Jun 10, 2021: Effective date, January 1, 2022."
SB 80,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB80,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 81,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB81,"HOUSE Jun 26, 2021: In committee upon adjournment."
SB 82,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB82,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 83,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB83,"SENATE Jun 30, 2021: Effective date, January 1, 2022."
SB 84,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB84,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 85,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB85,"SENATE Jul 7, 2021: Effective date, June 23, 2021."
SB 86,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB86,"SENATE Jun 30, 2021: Effective date, January 1, 2022."
SB 87,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB87,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 88,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB88,"SENATE Jun 15, 2021: Effective date, January 1, 2022."
SB 89,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB89,"SENATE Jun 30, 2021: Effective date, January 1, 2022."
SB 90,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB90,"SENATE Jun 30, 2021: Effective date, September 25, 2021."
SB 91,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB91,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 92,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB92,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 93,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB93,"SENATE Jun 15, 2021: Effective date, January 1, 2022."
SB 94,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB94,"SENATE Jun 10, 2021: Effective date, January 1, 2022."
SB 95,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB95,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 96,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB96,"HOUSE Jun 26, 2021: Speaker signed."
SB 97,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB97,"SENATE Jun 30, 2021: Effective date, January 1, 2022."
SB 98,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB98,"SENATE Jun 10, 2021: Effective on the 91st day following adjournment sine die."
SB 99,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB99,"SENATE Jun 10, 2021: Effective on the 91st day following adjournment sine die."
SB 100,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB100,"SENATE Jun 10, 2021: Effective on the 91st day following adjournment sine die."
SB 101,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB101,"SENATE Jun 30, 2021: Effective date, January 1, 2022."
SB 102,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB102,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 103,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB103,"SENATE Jun 30, 2021: Effective date, January 1, 2022."
SB 104,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB104,"SENATE Jun 30, 2021: Effective date, January 1, 2022."
SB 105,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB105,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 106,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB106,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 107,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB107,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 108,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB108,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 109,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB109,"SENATE Jun 10, 2021: Effective date, January 1, 2022."
SB 110,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB110,"SENATE Jun 30, 2021: Effective date, January 1, 2022."
SB 111,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB111,"SENATE Jun 10, 2021: Effective date, January 1, 2022."
SB 112,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB112,"SENATE Jun 10, 2021: Effective date, June 1, 2021."
SB 113,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB113,"SENATE Jun 10, 2021: Effective date, June 1, 2021."
SB 114,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB114,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 115,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB115,"SENATE Jun 10, 2021: Effective date, May 19, 2021."
SB 116,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB116,"SENATE Jun 30, 2021: Chapter 320, 2021 Laws."
SB 117,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB117,"SENATE Jun 10, 2021: Effective date, January 1, 2022."
SB 118,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB118,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 119,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB119,"SENATE Jun 10, 2021: Effective on the 91st day following adjournment sine die."
SB 120,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB120,"SENATE Jun 10, 2021: Effective on the 91st day following adjournment sine die."
SB 121,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB121,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 122,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB122,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 123,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB123,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 124,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB124,"SENATE Jun 10, 2021: Effective on the 91st day following adjournment sine die."
SB 125,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB125,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 126,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB126,"SENATE Jun 10, 2021: Effective date, January 1, 2022."
SB 127,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB127,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 128,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB128,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 129,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB129,"HOUSE Jun 26, 2021: Speaker signed."
SB 130,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB130,"SENATE May 25, 2021: Effective date, January 1, 2022."
SB 131,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB131,"SENATE Jun 30, 2021: Effective date, January 1, 2022."
SB 132,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB132,"SENATE Jun 30, 2021: Effective date, January 1, 2022."
SB 133,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB133,"HOUSE Jun 21, 2021: Speaker signed."
SB 134,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB134,"HOUSE Jun 21, 2021: Speaker signed."
SB 135,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB135,"SENATE Jun 15, 2021: Effective date, January 1, 2022."
SB 136,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB136,"SENATE Jun 10, 2021: Effective on the 91st day following adjournment sine die."
SB 137,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB137,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 138,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB138,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 139,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB139,"HOUSE Jun 26, 2021: Speaker signed."
SB 140,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB140,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 141,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB141,"HOUSE Jun 22, 2021: Speaker signed."
SB 142,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB142,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 143,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB143,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 144,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB144,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 145,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB145,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 146,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB146,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 147,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB147,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 148,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB148,"SENATE Jun 26, 2021: In committee upon adjournment."
SB 149,https://olis.leg.state.or.us/liz/2021R1/Measures/Overview/SB149,"SENATE Jun 26, 2021: In committee upon adjournment."
